redshift,name
,4FGL_J1030.4-3001
,4FGL_J1030.6-2028
,4FGL_J1030.7+6118
,4FGL_J1031.1+7442
,4FGL_J1031.3+5053
,4FGL_J1031.4-4448
,4FGL_J1031.6+6019
0.25,4FGL_J1031.8-2609
,4FGL_J1032.0+5725
,4FGL_J1032.6+3737
1.633,4FGL_J1032.7+6624
,4FGL_J1033.1+4115
,4FGL_J1033.5-5035
,4FGL_J1033.5+4221
0.151,4FGL_J1033.7+3708
0.44,4FGL_J1033.9+6050
1.112,4FGL_J1034.0-2547
1.489,4FGL_J1034.7-4645
,4FGL_J1035.1-0608
,4FGL_J1035.3-2050
,4FGL_J1035.3+5541
1.875,4FGL_J1035.4-6720
0.07775,4FGL_J1035.6+4409
,4FGL_J1035.9-3108
1.492,4FGL_J1036.2+2202
,4FGL_J1036.2+5701
,4FGL_J1036.2-5936
,4FGL_J1036.3-5833e
,4FGL_J1036.5-1809
,4FGL_J1036.5+1231
,4FGL_J1036.5-8318
,4FGL_J1036.6-4349
,4FGL_J1036.6-3741
,4FGL_J1037.0-1954
,4FGL_J1037.4-2933
,4FGL_J1037.7-2822
2.017,4FGL_J1037.7+5711
0.149,4FGL_J1037.8-5810c
,4FGL_J1038.2-2425
,4FGL_J1038.5+3926
,4FGL_J1038.8-5312
2.5004,4FGL_J1039.2+3258
1.58,4FGL_J1039.2-2848
,4FGL_J1039.6+0535
,4FGL_J1039.7-1540
,4FGL_J1039.9+7326
2.345,4FGL_J1040.5+0947
,4FGL_J1040.5+0617
,4FGL_J1041.0+1342
1.514,4FGL_J1041.1-1201
,4FGL_J1041.3-6437
0.305,4FGL_J1041.5+0607
0.35,4FGL_J1041.7+3902
,4FGL_J1041.9-0557
0.215276,4FGL_J1042.1-4128
0.463,4FGL_J1042.9+0054
0.260015,4FGL_J1043.0+5316
,4FGL_J1043.2+2408
1.844,4FGL_J1043.6+0654
0.582,4FGL_J1044.4-5737
2.18,4FGL_J1044.5-1439
1.941,4FGL_J1044.6+8053
,4FGL_J1045.1-5940
,4FGL_J1045.3+2751
1.67,4FGL_J1045.7-6414
,4FGL_J1045.8-2928
0.005784,4FGL_J1045.9-2331
,4FGL_J1046.0+5448
0.056502,4FGL_J1046.7-6010
,4FGL_J1046.8-2534
,4FGL_J1047.2-5517
0.38,4FGL_J1047.2+6740
0.449,4FGL_J1047.5-6532
0.86,4FGL_J1047.7+7238
,4FGL_J1047.8-6216
,4FGL_J1047.9+0055
0.294,4FGL_J1047.9-3738
,4FGL_J1047.9-4642
,4FGL_J1048.0-1912
1.283,4FGL_J1048.2-5832
,4FGL_J1048.4-5030
,4FGL_J1048.4+7143
2.181,4FGL_J1048.5-5923
1.941,4FGL_J1048.6+2340
0.939939,4FGL_J1049.5+1548
,4FGL_J1049.6-0153
,4FGL_J1049.7+5011
0.29,4FGL_J1049.8+2741
,4FGL_J1049.8+1429
,4FGL_J1049.9-3658
,4FGL_J1050.1+0432
,4FGL_J1050.6+2027
0.423,4FGL_J1050.6-5248
,4FGL_J1051.2-6517
,4FGL_J1051.4-3139
0.344,4FGL_J1051.4+3942
,4FGL_J1051.6+3253
1.92,4FGL_J1051.6+2109
0.429,4FGL_J1051.9+0103
0.211,4FGL_J1052.3+0818
,4FGL_J1052.9-3743
,4FGL_J1053.3-1134
0.732,4FGL_J1053.7+4930
1.36,4FGL_J1053.9+8628
2.82632,4FGL_J1054.0-5938
0.237,4FGL_J1054.2+3926
0.698,4FGL_J1054.5+2211
0.42,4FGL_J1054.7-6008c
1.113,4FGL_J1055.5-0125
1.138,4FGL_J1055.6-0719
,4FGL_J1055.7+1033
0.99,4FGL_J1055.7-6028
0.20333,4FGL_J1055.7-1807
,4FGL_J1055.9+6507
,4FGL_J1056.0+0253
0.229,4FGL_J1056.2-6323
0.1855,4FGL_J1056.3+1350
0.865,4FGL_J1056.8+7012
0.494635,4FGL_J1056.9-5852
2.345,4FGL_J1057.2+5510
0.121,4FGL_J1057.3-2341
0.874,4FGL_J1057.6-4051
0.341,4FGL_J1057.8-2754
1.582,4FGL_J1057.9-5227
,4FGL_J1058.0+4305
0.028273,4FGL_J1058.4-6625
0.495,4FGL_J1058.4+0133
1.017,4FGL_J1058.5+8115
1.486,4FGL_J1058.6+2817
0.672,4FGL_J1058.6-8003
0.116,4FGL_J1058.6+5627
0.271,4FGL_J1058.9-6101
,4FGL_J1059.2-1134
,4FGL_J1059.4+2148
0.172,4FGL_J1059.4+0226
,4FGL_J1059.5+2057
1.865,4FGL_J1059.5-6021
0.069,4FGL_J1100.0-2044
0.0489,4FGL_J1100.3+4020
1.076,4FGL_J1101.3+7017
0.027,4FGL_J1101.4+4108
0.073,4FGL_J1101.5+3904
1.053,4FGL_J1102.0-6054
,4FGL_J1102.1+2249
1.215,4FGL_J1102.3+6715
,4FGL_J1102.4+0246
,4FGL_J1102.6+5251
,4FGL_J1102.8-0148
0.3967,4FGL_J1102.9-5628
,4FGL_J1102.9+3014
,4FGL_J1103.0-2447
0.362,4FGL_J1103.0+1157
0.392,4FGL_J1103.6-2329
,4FGL_J1103.9-5357
1.125,4FGL_J1104.0+2611
,4FGL_J1104.0+0020
,4FGL_J1104.4+0730
1.12,4FGL_J1104.4+3812
1.833,4FGL_J1104.9-6037
,4FGL_J1104.9+5748
,4FGL_J1105.1-2600
2.462,4FGL_J1105.3-0626
0.505,4FGL_J1105.4-6108
,4FGL_J1105.7+6037
1.071,4FGL_J1105.8+3944
0.901,4FGL_J1105.8-0731
,4FGL_J1106.0+2813
0.34,4FGL_J1106.2+7303
0.298,4FGL_J1106.2-1048
,4FGL_J1106.4+0859
0.115,4FGL_J1106.5-3646
,4FGL_J1106.7+3623
0.997,4FGL_J1106.7-1742
1.959,4FGL_J1107.0-4449
1.404,4FGL_J1107.6+0222
,4FGL_J1107.7-3042
2.262,4FGL_J1107.8+1501
0.056015,4FGL_J1108.7-1844
2.145,4FGL_J1109.1-4853
,4FGL_J1109.3+2411
0.525,4FGL_J1109.4-6115e
,4FGL_J1109.6+3735
,4FGL_J1109.7-4814
1.56,4FGL_J1109.8+4406
,4FGL_J1110.2+7135
1.326,4FGL_J1110.3-6501
1.037,4FGL_J1110.4-8023
0.386,4FGL_J1110.5-1836
0.214,4FGL_J1111.0+3542
,4FGL_J1111.4+0137
,4FGL_J1111.4-4624
,4FGL_J1111.5+3455
,4FGL_J1111.8-6039
0.51,4FGL_J1111.8+4858
,4FGL_J1112.0+2607
0.647,4FGL_J1112.1-6108
0.79,4FGL_J1112.2-6055
,4FGL_J1112.4+1751
0.325,4FGL_J1112.5+3448
,4FGL_J1113.6-1920
0.297,4FGL_J1113.8+1528
0.569,4FGL_J1113.9+5523
,4FGL_J1114.2+0638
,4FGL_J1114.5-0819
0.52,4FGL_J1114.6+1225
,4FGL_J1114.7-0248
0.774,4FGL_J1115.1-6118
,4FGL_J1115.2-0703
0.226,4FGL_J1116.3+1818
,4FGL_J1116.3-4000
,4FGL_J1116.6+2915
1.171,4FGL_J1117.0+2013
0.65,4FGL_J1117.2+0008
0.7,4FGL_J1117.2-5337
,4FGL_J1117.6+2550
0.5965,4FGL_J1117.6+0217
0.09791,4FGL_J1117.7-3650
0.949,4FGL_J1118.0+5356
,4FGL_J1118.1+5857
2.268,4FGL_J1118.2-4634
1.274,4FGL_J1118.2-0415
0.5,4FGL_J1118.6-1235
,4FGL_J1118.6-6159
0.119,4FGL_J1119.0+1235
0.119,4FGL_J1119.1-6127
0.344,4FGL_J1119.6-3047
0.525,4FGL_J1119.9-1007
,4FGL_J1120.0-2204
0.246,4FGL_J1120.1-2645
0.229,4FGL_J1120.6+0713
0.496476,4FGL_J1120.8+4212
,4FGL_J1121.3-0011
0.2566,4FGL_J1121.4-0553
0.327,4FGL_J1122.0-0231
0.859,4FGL_J1122.2+3926
,4FGL_J1122.4-6237
0.333,4FGL_J1122.5-1440
1.370242,4FGL_J1123.1-3233
1.751,4FGL_J1123.2-5111
,4FGL_J1123.4-2529
,4FGL_J1123.5-6418
,4FGL_J1123.6+8028
0.19,4FGL_J1123.8-4552
0.926,4FGL_J1123.8+7230
,4FGL_J1124.0+2336
0.479,4FGL_J1124.0-3653
,4FGL_J1124.0+2045
,4FGL_J1124.1-1203
,4FGL_J1124.4+2308
,4FGL_J1124.5-0658
,4FGL_J1124.6-0809
,4FGL_J1124.7-5915
,4FGL_J1124.9+2143
0.778,4FGL_J1124.9+4934
0.128929,4FGL_J1125.0-5804
1.268,4FGL_J1125.1+4811
,4FGL_J1125.1-2101
,4FGL_J1125.2+2557
0.47,4FGL_J1125.5-3557
0.503,4FGL_J1125.6-5825
,4FGL_J1125.8-4004
,4FGL_J1125.9-0742
,4FGL_J1125.9+2005
1.817,4FGL_J1126.0-5007
1.747,4FGL_J1126.4-6011
,4FGL_J1126.8-3829
,4FGL_J1127.0-1857
2.884,4FGL_J1127.3+3755
0.164,4FGL_J1127.4+5648
0.811,4FGL_J1127.6-4920
,4FGL_J1127.8+3618
,4FGL_J1127.9-6158
2.163,4FGL_J1128.0+5924
0.054541,4FGL_J1128.2+5831
,4FGL_J1128.8+3757
,4FGL_J1129.1-5230
0.2,4FGL_J1129.1+3703
0.694,4FGL_J1129.2-1014
,4FGL_J1129.2-0529
1.489,4FGL_J1129.5+3034
1.253,4FGL_J1129.8-1447
1.31,4FGL_J1129.8-4217
,4FGL_J1130.5-7801
0.098,4FGL_J1130.5-6236c
0.38,4FGL_J1130.5+1400
1.393,4FGL_J1130.5-3137
2.144,4FGL_J1130.8+1016
0.059,4FGL_J1131.0+3815
0.173587,4FGL_J1131.1-0944
,4FGL_J1131.4+5809
,4FGL_J1131.4-0504
,4FGL_J1131.6+4657
0.221,4FGL_J1132.1-1448
0.36,4FGL_J1132.2-4736
,4FGL_J1132.7+0034
,4FGL_J1132.8-5328
0.335,4FGL_J1133.7-6223c
0.188,4FGL_J1133.8-2048
,4FGL_J1134.7+6612
,4FGL_J1134.8-1729
,4FGL_J1135.1+3014
1.843,4FGL_J1135.2-6055
1.972,4FGL_J1135.7-0427
0.948,4FGL_J1136.0-6824
0.264,4FGL_J1136.2+3407
0.518,4FGL_J1136.3-0501
1.302,4FGL_J1136.4+6736
0.030798,4FGL_J1136.4+7009
,4FGL_J1136.8+2550
,4FGL_J1136.8-7413
0.2971,4FGL_J1137.3+0535
1.489,4FGL_J1137.6+7527
0.279,4FGL_J1137.9-1708
0.563,4FGL_J1138.2+4115
,4FGL_J1138.4+4857
1.153,4FGL_J1138.4-3555
,4FGL_J1139.0+4033
0.671,4FGL_J1139.0+5530
0.401,4FGL_J1139.2-6247
0.415,4FGL_J1140.5+1528
0.048,4FGL_J1140.7-0129
1.182,4FGL_J1141.4+6805
,4FGL_J1141.5-1408
0.1267,4FGL_J1142.0+1548
1.406,4FGL_J1142.8+0120
1.071,4FGL_J1143.1+6122
0.27,4FGL_J1143.7-1014
0.291,4FGL_J1143.9+1558
,4FGL_J1144.9+1937
,4FGL_J1145.5-0340
2.666,4FGL_J1145.5+4423
,4FGL_J1145.6+5552
0.274,4FGL_J1145.7+0453
0.0517,4FGL_J1145.7-6949
0.366,4FGL_J1145.7-1528
1.2399,4FGL_J1146.0-0638
,4FGL_J1146.0-6822
0.621,4FGL_J1146.4-3327
0.172,4FGL_J1146.6-2902
,4FGL_J1146.9+3958
0.576,4FGL_J1147.0-3812
,4FGL_J1147.2-2627
0.419,4FGL_J1147.4-6758
0.22368,4FGL_J1147.7-6618
,4FGL_J1147.8-0724
,4FGL_J1148.2-0029
,4FGL_J1148.5+2629
,4FGL_J1148.6+1841
,4FGL_J1149.0+5924
0.737,4FGL_J1149.1+2819
,4FGL_J1149.2+6246
0.149472,4FGL_J1149.3-6232
0.989,4FGL_J1149.4+2441
1.992,4FGL_J1149.5-4029
1.344,4FGL_J1150.1-6324
,4FGL_J1150.4+2418
0.131,4FGL_J1150.6+4154
,4FGL_J1150.6-4823
0.812,4FGL_J1150.7-4613
0.85,4FGL_J1150.8-1905
1.006,4FGL_J1151.3+0957
0.444,4FGL_J1151.4-6248
,4FGL_J1151.5-1347
1.638,4FGL_J1151.5+5859
0.2,4FGL_J1151.6-2115
0.057553,4FGL_J1152.0-6107
1.198,4FGL_J1152.1+2837
0.165,4FGL_J1152.1-3553
,4FGL_J1152.3-0839
0.096,4FGL_J1152.6-6207
,4FGL_J1152.8+3308
,4FGL_J1153.0+8056
,4FGL_J1153.2+0123
,4FGL_J1153.3-1104
,4FGL_J1153.4+4931
,4FGL_J1153.6-2553
,4FGL_J1153.7+1857
,4FGL_J1153.7+3822
,4FGL_J1154.0-0010
,4FGL_J1154.0+4037
,4FGL_J1154.0+6018
,4FGL_J1154.1-3243
,4FGL_J1154.5-5952
,4FGL_J1155.2-6259
,4FGL_J1155.2+4320
,4FGL_J1155.2-1111
,4FGL_J1155.5-3418
,4FGL_J1155.6-6547
,4FGL_J1155.6-6245c
,4FGL_J1155.8+6137
,4FGL_J1155.8-1217
,4FGL_J1156.6+0640
,4FGL_J1156.6-2248
,4FGL_J1157.2-6059
,4FGL_J1157.7-6327
,4FGL_J1158.3-6232
,4FGL_J1158.5+4824
,4FGL_J1158.8-1430
,4FGL_J1158.9+0956
,4FGL_J1158.9+0818
,4FGL_J1159.0+0939
,4FGL_J1159.2-2227
,4FGL_J1159.3-6122
,4FGL_J1159.3-2142
,4FGL_J1159.5+2914
,4FGL_J1159.5-0723
,4FGL_J1200.2+0201
,4FGL_J1200.6+1229
,4FGL_J1200.7+2008
,4FGL_J1200.8-1429
,4FGL_J1201.1-0332
,4FGL_J1201.4+8234
,4FGL_J1201.7+1429
,4FGL_J1202.4+4442
,4FGL_J1202.5-0528
,4FGL_J1202.5+3852
,4FGL_J1202.9+5141
,4FGL_J1202.9-5717
,4FGL_J1203.1+6031
,4FGL_J1203.3+1119
,4FGL_J1203.4-3925
,4FGL_J1203.4-6145
,4FGL_J1203.5-1748
,4FGL_J1203.5-5745
,4FGL_J1203.7-6303c
,4FGL_J1203.7+5821
,4FGL_J1203.8-5920
,4FGL_J1203.9-6242
,4FGL_J1204.0+1146
,4FGL_J1204.2-0709
,4FGL_J1204.3-6111
,4FGL_J1204.4+3750
,4FGL_J1204.5-5032
,4FGL_J1204.8+0407
,4FGL_J1205.1-5951
,4FGL_J1205.3-6212c
,4FGL_J1205.7-2635
,4FGL_J1205.8+3321
,4FGL_J1206.8-6038c
,4FGL_J1206.8-5836
,4FGL_J1207.2-0524
,4FGL_J1207.4-5050
,4FGL_J1207.4-1840
,4FGL_J1207.4-4536
,4FGL_J1207.7-0106
,4FGL_J1207.7-2229
,4FGL_J1207.9-6443c
,4FGL_J1208.0-6900
,4FGL_J1208.1+3017
,4FGL_J1208.1-5149
,4FGL_J1208.2-6237
,4FGL_J1208.2-7810
,4FGL_J1208.2+1158
,4FGL_J1208.4+6121
,4FGL_J1208.5-5243e
,4FGL_J1208.5-5512
,4FGL_J1208.8-1751
,4FGL_J1208.8-2754
,4FGL_J1208.9+5441
,4FGL_J1209.0-4630
,4FGL_J1209.2-7635
,4FGL_J1209.4+4118
,4FGL_J1209.4+7608
,4FGL_J1209.4-6421c
,4FGL_J1209.7+2548
,4FGL_J1209.8+1810
,4FGL_J1209.9-5923
,4FGL_J1210.1+3241
,4FGL_J1210.3+3928
,4FGL_J1210.4-6250
,4FGL_J1210.4-6100c
,4FGL_J1211.0-3800
,4FGL_J1211.6-2735
,4FGL_J1211.6+3901
,4FGL_J1211.8-6021c
,4FGL_J1212.0-2326
,4FGL_J1212.0+2242
,4FGL_J1212.1+6412
,4FGL_J1212.2+2442
,4FGL_J1212.7-1402
,4FGL_J1213.0+5129
,4FGL_J1213.1-1123
,4FGL_J1213.3-2618
,4FGL_J1213.3-6240e
,4FGL_J1213.6-5954
,4FGL_J1213.6+1236
,4FGL_J1213.6+1306
,4FGL_J1213.7+6423
,4FGL_J1213.8-4345
,4FGL_J1213.9-4416
,4FGL_J1214.5-2318
,4FGL_J1214.6-1926
,4FGL_J1214.7-5858
,4FGL_J1215.0+5351
,4FGL_J1215.0+1656
,4FGL_J1215.1+5002
,4FGL_J1215.1+0731
,4FGL_J1215.1+3513
,4FGL_J1215.8-3732
,4FGL_J1215.8-1733
,4FGL_J1216.1-0242
,4FGL_J1216.1+0930
,4FGL_J1216.2-6121
,4FGL_J1216.2+0537
,4FGL_J1216.2-0600
,4FGL_J1216.2-1550
,4FGL_J1216.4-1358
,4FGL_J1216.5-3539
,4FGL_J1216.7-5911
,4FGL_J1216.8-5955
,4FGL_J1217.2-2500
,4FGL_J1217.9+3007
,4FGL_J1218.0-0028
,4FGL_J1218.5-0119
,4FGL_J1218.6-1049
,4FGL_J1219.0+4827
,4FGL_J1219.0+3653
,4FGL_J1219.0-4827
,4FGL_J1219.6+0550
,4FGL_J1219.7-0313
,4FGL_J1219.7+0444
,4FGL_J1219.8-2008
,4FGL_J1219.9+6056
,4FGL_J1220.1-5558
,4FGL_J1220.1+7105
,4FGL_J1220.1+3432
,4FGL_J1220.1-2458
,4FGL_J1220.2-3713
,4FGL_J1220.5-2745
,4FGL_J1221.3+3010
,4FGL_J1221.4-0634
,4FGL_J1221.5+2814
,4FGL_J1221.9+3543
,4FGL_J1222.0-4121
,4FGL_J1222.5+0414
,4FGL_J1223.0+1100
,4FGL_J1223.3+1213
,4FGL_J1223.5+0818
,4FGL_J1223.6-3032
,4FGL_J1223.8+4649
,4FGL_J1223.8+8039
,4FGL_J1223.9+7954
,4FGL_J1223.9+5000
,4FGL_J1224.1+2239
,4FGL_J1224.4+2436
,4FGL_J1224.6+7011
,4FGL_J1224.7-8313
,4FGL_J1224.9+2122
,4FGL_J1224.9+4334
,4FGL_J1225.0+0330
,4FGL_J1225.3-3446
,4FGL_J1225.4-1550
,4FGL_J1225.5-2851
,4FGL_J1225.6-7313
,4FGL_J1225.9+2951
,4FGL_J1226.0+5622
,4FGL_J1226.5+3023
,4FGL_J1226.7+0637
,4FGL_J1226.8-1329
,4FGL_J1226.8-4907
,4FGL_J1227.1-4437
,4FGL_J1228.0-6918
,4FGL_J1228.0-4853
,4FGL_J1228.0+5039
,4FGL_J1228.3+7521
,4FGL_J1228.7+4858
,4FGL_J1228.7-0318
,4FGL_J1229.0+0202
,4FGL_J1229.1+5521
,4FGL_J1229.5-3048
,4FGL_J1229.7-5304
,4FGL_J1230.2+2517
,4FGL_J1230.7-3556
,4FGL_J1230.8+1223
,4FGL_J1230.9+3711
,4FGL_J1231.1-1412
,4FGL_J1231.5+1421
,4FGL_J1231.6+6415
,4FGL_J1231.6-5116
,4FGL_J1231.6-6511
,4FGL_J1231.7+2847
,4FGL_J1231.7-6653
,4FGL_J1231.8-0450
,4FGL_J1232.1+5953
,4FGL_J1232.5+4821
,4FGL_J1232.5-3720
,4FGL_J1233.0+1333
,4FGL_J1233.1+1703
,4FGL_J1233.6+5027
,4FGL_J1233.7-0144
,4FGL_J1234.0-5735
,4FGL_J1234.2+2813
,4FGL_J1234.5-7055c
,4FGL_J1234.7-0434
,4FGL_J1235.1-1405
,4FGL_J1236.3+3858
,4FGL_J1236.9-7232
,4FGL_J1237.0+3019
,4FGL_J1237.8+6256
,4FGL_J1238.1-4541
,4FGL_J1238.3-1959
,4FGL_J1238.5-1201
,4FGL_J1239.4+0728
,4FGL_J1239.5+0443
,4FGL_J1239.7-3455
,4FGL_J1240.1-6846
,4FGL_J1240.4-2606
,4FGL_J1240.4-7148
,4FGL_J1240.8-2918
,4FGL_J1241.3+4236
,4FGL_J1241.5+3439
,4FGL_J1241.8-1456
,4FGL_J1241.9+0636
,4FGL_J1241.9-6706
,4FGL_J1242.6+7635
,4FGL_J1242.9+7315
,4FGL_J1243.0+3950
,4FGL_J1243.1-5500
,4FGL_J1243.2+3627
,4FGL_J1243.5+5311
,4FGL_J1243.7+1727
,4FGL_J1243.9-0218
,4FGL_J1244.2-4956
,4FGL_J1244.3-6233
,4FGL_J1244.5+1616
,4FGL_J1245.1+5709
,4FGL_J1245.3+3327
,4FGL_J1245.8+0232
,4FGL_J1246.3+0112
,4FGL_J1246.7-2548
,4FGL_J1247.0+4421
,4FGL_J1248.3+5820
,4FGL_J1248.7+5127
,4FGL_J1248.9+4840
,4FGL_J1249.2-2809
,4FGL_J1249.3-0545
,4FGL_J1249.8+3707
,4FGL_J1250.2+3157
,4FGL_J1250.6+0217
,4FGL_J1250.8+3117
,4FGL_J1250.8-5424
,4FGL_J1250.9-4943
,4FGL_J1251.2+1039
,4FGL_J1251.3-0201
,4FGL_J1251.3-1719
,4FGL_J1252.7-2520
,4FGL_J1253.2+5301
,4FGL_J1253.3-5816
,4FGL_J1253.5-3934
,4FGL_J1253.8+0327
,4FGL_J1253.8+6242
,4FGL_J1253.8+2929
,4FGL_J1254.2-2205
,4FGL_J1254.5+2210
,4FGL_J1254.7-4516
,4FGL_J1254.9-7141
,4FGL_J1254.9-4426
,4FGL_J1254.9+1138
,4FGL_J1256.1-5652
,4FGL_J1256.1-5919
,4FGL_J1256.1-0547
,4FGL_J1256.2-1146
,4FGL_J1256.8+5329
,4FGL_J1256.8-1333
,4FGL_J1256.9+2736
,4FGL_J1257.0-6339
,4FGL_J1257.2+3646
,4FGL_J1257.6+2413
,4FGL_J1257.8+3228
,4FGL_J1258.3+6121
,4FGL_J1258.4+6554
,4FGL_J1258.5-3406
,4FGL_J1258.6-1759
,4FGL_J1258.7-0452
,4FGL_J1258.7+5143
,4FGL_J1258.8-2219
,4FGL_J1259.0-8148
,4FGL_J1259.1-2311
,4FGL_J1259.5+2332
,4FGL_J1259.7-3223
,4FGL_J1259.8-3749
,4FGL_J1300.0+1753
,4FGL_J1300.3+5353
,4FGL_J1300.4+1416
,4FGL_J1301.5+4413
,4FGL_J1301.6+4056
,4FGL_J1301.6+0834
,4FGL_J1301.6+3336
,4FGL_J1302.3+6901
,4FGL_J1302.4-3258
,4FGL_J1302.5-6236c
,4FGL_J1302.7+4750
,4FGL_J1302.8+5748
,4FGL_J1302.9-6349
,4FGL_J1303.0-6312e
,4FGL_J1303.0+2434
,4FGL_J1303.1-4714
,4FGL_J1303.6-4622
,4FGL_J1304.0-5539
,4FGL_J1304.0+3704
,4FGL_J1304.2-2412
,4FGL_J1304.3-4353
,4FGL_J1304.4+1203
,4FGL_J1304.6+0539
,4FGL_J1304.6-0348
,4FGL_J1304.9-2107
,4FGL_J1305.3+5118
,4FGL_J1305.4-4928
,4FGL_J1305.5-6241
,4FGL_J1305.6+7853
,4FGL_J1305.9+3858
,4FGL_J1306.3-6043
,4FGL_J1306.3+1113
,4FGL_J1306.7-2148
,4FGL_J1306.8-4035
,4FGL_J1307.6-4259
,4FGL_J1308.4-6706
,4FGL_J1308.5+3547
,4FGL_J1308.7+0347
,4FGL_J1308.9-5730
,4FGL_J1309.1-6223
,4FGL_J1309.3+8035
,4FGL_J1309.4+4305
,4FGL_J1309.4-7915
,4FGL_J1309.6+3718
,4FGL_J1309.7+1153
,4FGL_J1310.1-0450
,4FGL_J1310.2-1158
,4FGL_J1310.5+3221
,4FGL_J1310.6+2449
,4FGL_J1310.7-5553
,4FGL_J1310.9+5514
,4FGL_J1311.0+0034
,4FGL_J1311.0+3233
,4FGL_J1311.7-6617c
,4FGL_J1311.7-3430
,4FGL_J1311.8+3954
,4FGL_J1311.8+2057
,4FGL_J1312.3-6257
,4FGL_J1312.4-2156
,4FGL_J1312.6-6231c
,4FGL_J1312.6-1900
,4FGL_J1312.6+4828
,4FGL_J1312.7+0050
,4FGL_J1312.8-2350
,4FGL_J1312.8-0425
,4FGL_J1313.2-4437
,4FGL_J1314.1+6854
,4FGL_J1314.7-0901
,4FGL_J1314.7+2348
,4FGL_J1315.0-4236
,4FGL_J1315.1-5333
,4FGL_J1315.4+8453
,4FGL_J1315.5+1135
,4FGL_J1315.7-6220c
,4FGL_J1315.9-0732
,4FGL_J1315.9-6349c
,4FGL_J1315.9-6243
,4FGL_J1316.1-3338
,4FGL_J1316.5+3013
,4FGL_J1317.1+6613
,4FGL_J1317.5-0153
,4FGL_J1317.5-6316
,4FGL_J1317.6+3428
,4FGL_J1317.6+7450
,4FGL_J1317.8-5358c
,4FGL_J1318.1-3937
,4FGL_J1318.1-1740
,4FGL_J1318.2+6754
,4FGL_J1318.3-1148
,4FGL_J1318.5-6352
,4FGL_J1318.7-1234
,4FGL_J1318.9-4556
,4FGL_J1319.5-0045
,4FGL_J1319.5+1404
,4FGL_J1319.8+7759
,4FGL_J1320.3-6410c
,4FGL_J1320.5-6256c
,4FGL_J1320.7+3314
,4FGL_J1321.1-6239
,4FGL_J1321.1+2216
,4FGL_J1321.3-2641
,4FGL_J1321.9+3219
,4FGL_J1322.0+8317
,4FGL_J1322.0-4624
,4FGL_J1322.2+0842
,4FGL_J1322.3-0606
,4FGL_J1322.6-0936
,4FGL_J1322.6-1418
,4FGL_J1322.6-1617
,4FGL_J1322.9+0437
,4FGL_J1323.0+2941
,4FGL_J1323.9+1405
,4FGL_J1324.0-4330e
,4FGL_J1324.5-2338
,4FGL_J1324.6-2525
,4FGL_J1324.9+4748
,4FGL_J1325.3+6621
,4FGL_J1325.3-5413
,4FGL_J1325.5-4300
,4FGL_J1325.6-0227
,4FGL_J1326.0+3507
,4FGL_J1326.1-6800
,4FGL_J1326.1+2933
,4FGL_J1326.1+1232
,4FGL_J1326.2+4115
,4FGL_J1326.6+0152
,4FGL_J1326.6-4729
,4FGL_J1326.7-0503
,4FGL_J1326.8-5256
,4FGL_J1326.9+2210
,4FGL_J1327.0+3154
,4FGL_J1327.8+2522
,4FGL_J1328.4-6231
,4FGL_J1328.5-4727
,4FGL_J1328.6+1145
,4FGL_J1329.0-5607
,4FGL_J1329.4-0530
,4FGL_J1329.9-6108
,4FGL_J1330.2-7003
,4FGL_J1330.2+7002
,4FGL_J1330.3+4441
,4FGL_J1330.4+3157
,4FGL_J1330.7+5200
,4FGL_J1330.7+2933
,4FGL_J1331.0+3032
,4FGL_J1331.0+5653
,4FGL_J1331.2-1325
,4FGL_J1331.3-3818
,4FGL_J1331.6+1711
,4FGL_J1331.7-0343
,4FGL_J1331.7-0647
,4FGL_J1332.0-0509
,4FGL_J1332.2+4722
,4FGL_J1332.6-1256
,4FGL_J1333.0-6626
,4FGL_J1333.2-4707
,4FGL_J1333.2+2725
,4FGL_J1333.7+5056
,4FGL_J1334.1-4154
,4FGL_J1334.1-3521
,4FGL_J1334.5+5634
,4FGL_J1334.6-4435
,4FGL_J1334.8-3856
,4FGL_J1335.0-5656
,4FGL_J1335.3-2949
,4FGL_J1335.5-4546
,4FGL_J1335.6+4759
,4FGL_J1335.6-4052
,4FGL_J1336.2+2107
,4FGL_J1336.2+2320
,4FGL_J1336.2+2053
,4FGL_J1336.5-4655
,4FGL_J1336.9-4611
,4FGL_J1337.4+5502
,4FGL_J1337.5-7802
,4FGL_J1337.6-1257
,4FGL_J1337.9-1956
,4FGL_J1338.0+6534
,4FGL_J1338.0-4159
,4FGL_J1338.4-5923
,4FGL_J1338.8-4509
,4FGL_J1338.9+1153
,4FGL_J1339.0-2400
,4FGL_J1339.1-2620
,4FGL_J1339.9-0138
,4FGL_J1340.0-1501
,4FGL_J1340.1+3857
,4FGL_J1340.4+6926
,4FGL_J1340.5+4409
,4FGL_J1340.8-0409
,4FGL_J1341.1+7433
,4FGL_J1341.2+3958
,4FGL_J1341.6+5515
,4FGL_J1341.7-3907
,4FGL_J1341.7-6216
,4FGL_J1341.8-2053
,4FGL_J1342.0+1043
,4FGL_J1342.6-5730
,4FGL_J1342.6+0944
,4FGL_J1342.7+0505
,4FGL_J1343.5-6827
,4FGL_J1343.6+5755
,4FGL_J1343.8-6208
,4FGL_J1344.0+6605
,4FGL_J1344.1-7700
,4FGL_J1344.2-1723
